Cause,Code-ICD-10-113,Age,Gender,Year,Deaths,Population,Crude Rate
Complications of medical and surgical care,GR113-135,96,F,2015,4,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,97,F,2005,4,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,97,F,2010,9,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,97,F,2015,5,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,98,F,2005,8,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,98,F,2010,2,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,98,F,2015,3,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,99,F,2005,2,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,99,F,2010,1,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,99,F,2015,2,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,100,F,2005,8,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,100,F,2010,1,Not Applicable,Not Applicable
Complications of medical and surgical care,GR113-135,100,F,2015,4,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,0,F,2005,3,1956682,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,0,F,2010,0,1929877,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,0,F,2015,2,1942904,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,1,F,2005,2,1950494,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,1,F,2010,0,1947217,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,1,F,2015,2,1939269,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,2,F,2005,0,1932337,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,2,F,2010,0,2004731,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,2,F,2015,0,1939979,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,3,F,2005,0,1930395,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,3,F,2010,0,2014490,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,3,F,2015,0,1943417,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,4,F,2005,0,1971897,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,4,F,2010,0,1985620,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,4,F,2015,0,1964111,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,5,F,2005,0,1901483,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,5,F,2010,0,1984764,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,5,F,2015,0,1967310,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,6,F,2005,0,1871697,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,6,F,2010,0,1991062,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,6,F,2015,0,1968544,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,7,F,2005,0,1876179,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,7,F,2010,2,1973503,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,7,F,2015,0,2031242,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,8,F,2005,0,1888355,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,8,F,2010,0,1981033,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,8,F,2015,0,2039062,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,9,F,2005,1,1936186,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,9,F,2010,2,2028657,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,9,F,2015,0,2021886,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,10,F,2005,0,2024518,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,10,F,2010,0,2036545,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,10,F,2015,0,2017346,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,11,F,2005,2,2024711,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,11,F,2010,0,2011151,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,11,F,2015,1,2023586,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,12,F,2005,0,2072265,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,12,F,2010,0,2006098,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,12,F,2015,0,2010241,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,13,F,2005,1,2104267,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,13,F,2010,0,2013099,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,13,F,2015,0,2001602,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,14,F,2005,0,2122621,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,14,F,2010,0,2030439,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,14,F,2015,0,2049167,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,15,F,2005,0,2168521,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,15,F,2010,0,2065798,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,15,F,2015,0,2076753,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,16,F,2005,0,2094194,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,16,F,2010,0,2100105,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,16,F,2015,0,2045025,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,17,F,2005,0,2055847,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,17,F,2010,1,2132142,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,17,F,2015,0,2049112,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,18,F,2005,0,2050714,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,18,F,2010,1,2195382,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,18,F,2015,0,2061954,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,19,F,2005,0,2065513,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,19,F,2010,0,2243250,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,19,F,2015,0,2078192,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,20,F,2005,0,2055521,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,20,F,2010,0,2210810,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,20,F,2015,0,2123067,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,21,F,2005,0,2011168,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,21,F,2010,1,2131096,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,21,F,2015,1,2166784,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,22,F,2005,0,2024927,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,22,F,2010,0,2086845,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,22,F,2015,1,2197776,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,23,F,2005,0,2046870,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,23,F,2010,0,2057772,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,23,F,2015,1,2264424,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,24,F,2005,0,2084320,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,24,F,2010,0,2085300,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,24,F,2015,1,2319408,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,25,F,2005,0,2090577,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,25,F,2010,0,2101042,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,25,F,2015,0,2322049,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,26,F,2005,0,1973649,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,26,F,2010,0,2055217,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,26,F,2015,1,2233433,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,27,F,2005,0,1927615,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,27,F,2010,0,2108218,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,27,F,2015,0,2185163,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,28,F,2005,0,1891577,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,28,F,2010,0,2096644,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,28,F,2015,2,2149931,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,29,F,2005,1,1829126,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,29,F,2010,0,2105137,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,29,F,2015,1,2161579,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,30,F,2005,2,1914556,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,30,F,2010,0,2124866,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,30,F,2015,0,2185746,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,31,F,2005,1,1845744,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,31,F,2010,0,1982063,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,31,F,2015,1,2125468,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,32,F,2005,0,1921927,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,32,F,2010,0,1992371,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,32,F,2015,1,2162451,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,33,F,2005,1,2015588,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,33,F,2010,0,1943287,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,33,F,2015,1,2166123,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,34,F,2005,0,2137339,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,34,F,2010,2,1923012,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,34,F,2015,2,2146121,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,35,F,2005,0,2176855,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,35,F,2010,0,1975518,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,35,F,2015,2,2180134,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,36,F,2005,1,2064403,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,36,F,2010,0,1911492,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,36,F,2015,3,2055478,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,37,F,2005,0,2028122,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,37,F,2010,2,1981059,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,37,F,2015,3,2017940,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,38,F,2005,2,2041731,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,38,F,2010,2,2072160,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,38,F,2015,2,2003325,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,39,F,2005,0,2100509,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,39,F,2010,4,2197391,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,39,F,2015,3,1944284,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,40,F,2005,2,2244129,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,40,F,2010,0,2192025,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,40,F,2015,1,2000626,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,41,F,2005,0,2295371,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,41,F,2010,3,2067167,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,41,F,2015,3,1946164,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,42,F,2005,3,2291530,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,42,F,2010,1,2047451,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,42,F,2015,3,1981947,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,43,F,2005,1,2301346,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,43,F,2010,3,2069115,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,43,F,2015,1,2068346,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,44,F,2005,2,2321347,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,44,F,2010,1,2121229,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,44,F,2015,6,2187962,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,45,F,2005,0,2352677,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,45,F,2010,2,2271418,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,45,F,2015,5,2206861,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,46,F,2005,2,2276013,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,46,F,2010,5,2288779,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,46,F,2015,3,2095675,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,47,F,2005,4,2283353,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,47,F,2010,6,2297017,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,47,F,2015,8,2054083,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,48,F,2005,5,2261293,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,48,F,2010,6,2301062,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,48,F,2015,10,2062616,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,49,F,2005,2,2183752,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,49,F,2010,7,2341230,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,49,F,2015,14,2099680,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,50,F,2005,6,2181791,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,50,F,2010,10,2359941,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,50,F,2015,9,2227286,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,51,F,2005,6,2112391,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,51,F,2010,11,2273865,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,51,F,2015,15,2276939,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,52,F,2005,7,2041805,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,52,F,2010,12,2293600,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,52,F,2015,17,2279256,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,53,F,2005,11,1980116,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,53,F,2010,13,2239000,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,53,F,2015,21,2277046,0.9
Enterocolitis due to Clostridium difficile,GR113-136,54,F,2005,5,1941338,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,54,F,2010,15,2198445,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,54,F,2015,18,2309943,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,55,F,2005,9,1923637,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,55,F,2010,12,2181236,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,55,F,2015,26,2324887,1.1
Enterocolitis due to Clostridium difficile,GR113-136,56,F,2005,7,1863943,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,56,F,2010,14,2081372,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,56,F,2015,33,2255835,1.5
Enterocolitis due to Clostridium difficile,GR113-136,57,F,2005,10,1842786,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,57,F,2010,12,2031031,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,57,F,2015,15,2246694,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,58,F,2005,14,1929365,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,58,F,2010,17,1960120,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,58,F,2015,21,2228294,0.9
Enterocolitis due to Clostridium difficile,GR113-136,59,F,2005,7,1448128,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,59,F,2010,16,1887398,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,59,F,2015,37,2154665,1.7
Enterocolitis due to Clostridium difficile,GR113-136,60,F,2005,15,1433435,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,60,F,2010,15,1875624,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,60,F,2015,26,2138784,1.2
Enterocolitis due to Clostridium difficile,GR113-136,61,F,2005,9,1428216,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,61,F,2010,20,1813519,1.1
Enterocolitis due to Clostridium difficile,GR113-136,61,F,2015,46,2060944,2.2
Enterocolitis due to Clostridium difficile,GR113-136,62,F,2005,20,1475790,1.4
Enterocolitis due to Clostridium difficile,GR113-136,62,F,2010,27,1850490,1.5
Enterocolitis due to Clostridium difficile,GR113-136,62,F,2015,45,1986021,2.3
Enterocolitis due to Clostridium difficile,GR113-136,63,F,2005,13,1310319,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,63,F,2010,32,1811555,1.8
Enterocolitis due to Clostridium difficile,GR113-136,63,F,2015,47,1909879,2.5
Enterocolitis due to Clostridium difficile,GR113-136,64,F,2005,11,1212791,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,64,F,2010,30,1389236,2.2
Enterocolitis due to Clostridium difficile,GR113-136,64,F,2015,47,1857069,2.5
Enterocolitis due to Clostridium difficile,GR113-136,65,F,2005,17,1183371,Unreliable
Enterocolitis due to Clostridium difficile,GR113-136,65,F,2010,35,1407451,2.5
Enterocolitis due to Clostridium difficile,GR113-136,65,F,2015,65,1812107,3.6
Enterocolitis due to Clostridium difficile,GR113-136,66,F,2005,23,1121292,2.1
Enterocolitis due to Clostridium difficile,GR113-136,66,F,2010,38,1390865,2.7
Enterocolitis due to Clostridium difficile,GR113-136,66,F,2015,62,1760795,3.5
Enterocolitis due to Clostridium difficile,GR113-136,67,F,2005,35,1102944,3.2
Enterocolitis due to Clostridium difficile,GR113-136,67,F,2010,45,1400459,3.2
Enterocolitis due to Clostridium difficile,GR113-136,67,F,2015,64,1741227,3.7
Enterocolitis due to Clostridium difficile,GR113-136,68,F,2005,27,1040489,2.6
Enterocolitis due to Clostridium difficile,GR113-136,68,F,2010,47,1236376,3.8
Enterocolitis due to Clostridium difficile,GR113-136,68,F,2015,64,1812428,3.5
Enterocolitis due to Clostridium difficile,GR113-136,69,F,2005,32,1021404,3.1
Enterocolitis due to Clostridium difficile,GR113-136,69,F,2010,49,1147565,4.3
Enterocolitis due to Clostridium difficile,GR113-136,69,F,2015,58,1344721,4.3
Enterocolitis due to Clostridium difficile,GR113-136,70,F,2005,51,1016272,5
Enterocolitis due to Clostridium difficile,GR113-136,70,F,2010,63,1097510,5.7
Enterocolitis due to Clostridium difficile,GR113-136,70,F,2015,64,1329818,4.8
Enterocolitis due to Clostridium difficile,GR113-136,71,F,2005,56,937061,6
Enterocolitis due to Clostridium difficile,GR113-136,71,F,2010,70,1049175,6.7
Enterocolitis due to Clostridium difficile,GR113-136,71,F,2015,79,1298089,6.1
Enterocolitis due to Clostridium difficile,GR113-136,72,F,2005,50,935793,5.3
Enterocolitis due to Clostridium difficile,GR113-136,72,F,2010,74,1010549,7.3
Enterocolitis due to Clostridium difficile,GR113-136,72,F,2015,78,1328954,5.9
Enterocolitis due to Clostridium difficile,GR113-136,73,F,2005,79,925511,8.5
Enterocolitis due to Clostridium difficile,GR113-136,73,F,2010,73,949097,7.7
Enterocolitis due to Clostridium difficile,GR113-136,73,F,2015,107,1162411,9.2
Enterocolitis due to Clostridium difficile,GR113-136,74,F,2005,61,914432,6.7
Enterocolitis due to Clostridium difficile,GR113-136,74,F,2010,74,927863,8
Enterocolitis due to Clostridium difficile,GR113-136,74,F,2015,90,1067619,8.4
Enterocolitis due to Clostridium difficile,GR113-136,75,F,2005,71,920144,7.7
Enterocolitis due to Clostridium difficile,GR113-136,75,F,2010,101,899069,11.2
Enterocolitis due to Clostridium difficile,GR113-136,75,F,2015,89,1010164,8.8
Enterocolitis due to Clostridium difficile,GR113-136,76,F,2005,93,872922,10.7
Enterocolitis due to Clostridium difficile,GR113-136,76,F,2010,115,823266,14
Enterocolitis due to Clostridium difficile,GR113-136,76,F,2015,104,947283,11
Enterocolitis due to Clostridium difficile,GR113-136,77,F,2005,91,864332,10.5
Enterocolitis due to Clostridium difficile,GR113-136,77,F,2010,99,823446,12
Enterocolitis due to Clostridium difficile,GR113-136,77,F,2015,99,910536,10.9
Enterocolitis due to Clostridium difficile,GR113-136,78,F,2005,86,838488,10.3
Enterocolitis due to Clostridium difficile,GR113-136,78,F,2010,124,797665,15.5
Enterocolitis due to Clostridium difficile,GR113-136,78,F,2015,116,840960,13.8
Enterocolitis due to Clostridium difficile,GR113-136,79,F,2005,103,803370,12.8
Enterocolitis due to Clostridium difficile,GR113-136,79,F,2010,121,791961,15.3
Enterocolitis due to Clostridium difficile,GR113-136,79,F,2015,114,803984,14.2
Enterocolitis due to Clostridium difficile,GR113-136,80,F,2005,119,785122,15.2
Enterocolitis due to Clostridium difficile,GR113-136,80,F,2010,143,764952,18.7
Enterocolitis due to Clostridium difficile,GR113-136,80,F,2015,137,772956,17.7
Enterocolitis due to Clostridium difficile,GR113-136,81,F,2005,128,742630,17.2
Enterocolitis due to Clostridium difficile,GR113-136,81,F,2010,150,717995,20.9
Enterocolitis due to Clostridium difficile,GR113-136,81,F,2015,130,693056,18.8
Enterocolitis due to Clostridium difficile,GR113-136,82,F,2005,141,683339,20.6
Enterocolitis due to Clostridium difficile,GR113-136,82,F,2010,189,698438,27.1
Enterocolitis due to Clostridium difficile,GR113-136,82,F,2015,152,671319,22.6
Enterocolitis due to Clostridium difficile,GR113-136,83,F,2005,160,648391,24.7
Enterocolitis due to Clostridium difficile,GR113-136,83,F,2010,187,654978,28.6
Enterocolitis due to Clostridium difficile,GR113-136,83,F,2015,164,640387,25.6
Enterocolitis due to Clostridium difficile,GR113-136,84,F,2005,151,595097,25.4
Enterocolitis due to Clostridium difficile,GR113-136,84,F,2010,221,612590,36.1
Enterocolitis due to Clostridium difficile,GR113-136,84,F,2015,150,608958,24.6
Enterocolitis due to Clostridium difficile,GR113-136,85,F,2005,155,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,85,F,2010,231,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,85,F,2015,188,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,86,F,2005,151,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,86,F,2010,225,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,86,F,2015,169,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,87,F,2005,161,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,87,F,2010,203,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,87,F,2015,192,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,88,F,2005,162,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,88,F,2010,234,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,88,F,2015,168,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,89,F,2005,136,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,89,F,2010,205,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,89,F,2015,170,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,90,F,2005,134,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,90,F,2010,181,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,90,F,2015,187,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,91,F,2005,127,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,91,F,2010,135,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,91,F,2015,154,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,92,F,2005,92,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,92,F,2010,127,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,92,F,2015,136,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,93,F,2005,79,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,93,F,2010,120,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,93,F,2015,124,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,94,F,2005,76,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,94,F,2010,102,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,94,F,2015,121,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,95,F,2005,67,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,95,F,2010,110,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,95,F,2015,79,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,96,F,2005,53,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,96,F,2010,65,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,96,F,2015,64,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,97,F,2005,33,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,97,F,2010,43,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,97,F,2015,45,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,98,F,2005,21,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,98,F,2010,37,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,98,F,2015,41,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,99,F,2005,22,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,99,F,2010,24,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,99,F,2015,24,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,100,F,2005,27,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,100,F,2010,42,Not Applicable,Not Applicable
Enterocolitis due to Clostridium difficile,GR113-136,100,F,2015,50,Not Applicable,Not Applicable
Salmonella infections,GR113-001,0,M,2005,0,2047711,Unreliable
Salmonella infections,GR113-001,0,M,2010,0,2014276,Unreliable
Salmonella infections,GR113-001,0,M,2015,0,2035134,Unreliable
Salmonella infections,GR113-001,1,M,2005,0,2036538,Unreliable
Salmonella infections,GR113-001,1,M,2010,0,2030853,Unreliable
Salmonella infections,GR113-001,1,M,2015,0,2029295,Unreliable
Salmonella infections,GR113-001,2,M,2005,0,2020295,Unreliable
Salmonella infections,GR113-001,2,M,2010,0,2092198,Unreliable
Salmonella infections,GR113-001,2,M,2015,1,2026604,Unreliable
Salmonella infections,GR113-001,3,M,2005,0,2012820,Unreliable
Salmonella infections,GR113-001,3,M,2010,0,2104550,Unreliable
Salmonella infections,GR113-001,3,M,2015,0,2030644,Unreliable
